signature,trump_count,strongest_trump_strength,weakest_trump_strength,max_suit_run,trump_strength_sum,color_aces,total_points,non_trump_points,hand_instances,games,win_rate,win_rate_std,avg_points
4-10-0-3-21-1,4,10.0,0.0,3,21,1,19,15,2,50,0.52,0.07065408693062278,61.5
4-11-3-2-29-0,4,11.0,3.0,2,29,0,34,18,1,50,0.52,0.07065408693062278,57.88
4-13-3-2-30-0,4,13.0,3.0,2,30,0,29,14,2,50,0.52,0.07065408693062278,56.42
3-13-3-3-27-1,3,13.0,3.0,3,27,1,31,25,1,50,0.52,0.07065408693062278,62.12
4-12-5-2-31-1,4,12.0,5.0,2,31,1,47,21,1,50,0.52,0.07065408693062278,62.48
3-9-0-3-11-2,3,9.0,0.0,3,11,2,34,32,1,50,0.52,0.07065408693062278,63.44
4-10-4-2-29-0,4,10.0,4.0,2,29,0,14,4,1,50,0.52,0.07065408693062278,59.98
2-11-2-2-13-2,2,11.0,2.0,2,13,2,25,22,1,50,0.52,0.07065408693062278,60.72
4-12-2-2-27-1,4,12.0,2.0,2,27,1,36,21,1,50,0.52,0.07065408693062278,62.3
3-14-2-2-19-0,3,14.0,2.0,2,19,0,11,8,1,50,0.52,0.07065408693062278,62.84
3-10-2-2-19-2,3,10.0,2.0,2,19,2,36,32,1,50,0.52,0.07065408693062278,63.82
4-14-2-2-27-0,4,14.0,2.0,2,27,0,52,28,2,50,0.52,0.07065408693062278,58.04
4-9-4-2-24-1,4,9.0,4.0,2,24,1,48,21,1,50,0.52,0.07065408693062278,64.3
3-11-2-4-16-1,3,11.0,2.0,4,16,1,18,15,1,50,0.52,0.07065408693062278,59.74
3-13-5-2-24-1,3,13.0,5.0,2,24,1,59,35,1,50,0.52,0.07065408693062278,61.38
4-10-4-2-29-2,4,10.0,4.0,2,29,2,51,32,1,50,0.52,0.07065408693062278,62.96
2-12-4-2-16-2,2,12.0,4.0,2,16,2,33,26,1,50,0.52,0.07065408693062278,63.42
3-10-3-2-21-2,3,10.0,3.0,2,21,2,40,36,1,50,0.52,0.07065408693062278,64.32
4-13-4-2-33-0,4,13.0,4.0,2,33,0,20,0,1,50,0.52,0.07065408693062278,63.06
3-7-4-2-17-2,3,7.0,4.0,2,17,2,49,32,1,50,0.52,0.07065408693062278,59.98
4-11-2-3-29-1,4,11.0,2.0,3,29,1,32,25,2,50,0.52,0.07065408693062278,60.28
5-8-0-1-21-1,5,8.0,0.0,1,21,1,28,11,1,50,0.52,0.07065408693062278,60.32
4-9-4-4-26-1,4,9.0,4.0,4,26,1,39,21,1,50,0.52,0.07065408693062278,60.68
4-12-0-2-20-1,4,12.0,0.0,2,20,1,39,25,1,50,0.52,0.07065408693062278,62.08
5-12-3-2-38-0,5,12.0,3.0,2,38,0,18,0,1,50,0.52,0.07065408693062278,63.06
3-13-5-4-29-2,3,13.0,5.0,4,29,2,42,26,1,50,0.52,0.07065408693062278,62.66
2-13-3-3-16-2,2,13.0,3.0,3,16,2,43,40,1,50,0.52,0.07065408693062278,59.48
4-11-6-3-36-0,4,11.0,6.0,3,36,0,28,10,1,50,0.52,0.07065408693062278,60.96
4-8-0-2-18-2,4,8.0,0.0,2,18,2,40,36,1,50,0.52,0.07065408693062278,63.8
4-10-4-3-25-2,4,10.0,4.0,3,25,2,49,22,1,50,0.52,0.07065408693062278,61.74
3-11-2-2-23-1,3,11.0,2.0,2,23,1,40,35,2,50,0.52,0.07065408693062278,61.54
4-13-4-2-29-0,4,13.0,4.0,2,29,0,33,14,1,50,0.52,0.07065408693062278,62.6
3-7-3-3-16-2,3,7.0,3.0,3,16,2,49,36,1,50,0.52,0.07065408693062278,62.12
3-11-3-2-19-1,3,11.0,3.0,2,19,1,28,15,1,50,0.52,0.07065408693062278,58.34
3-12-2-2-21-2,3,12.0,2.0,2,21,2,41,36,1,50,0.52,0.07065408693062278,65.76
3-14-8-3-33-0,3,14.0,8.0,3,33,0,18,10,1,50,0.52,0.07065408693062278,59.94
3-14-4-3-27-1,3,14.0,4.0,3,27,1,34,25,2,50,0.52,0.07065408693062278,60.32
2-10-4-3-14-2,2,10.0,4.0,3,14,2,42,36,1,50,0.52,0.07065408693062278,56.8
4-11-2-3-30-1,4,11.0,2.0,3,30,1,18,11,1,50,0.52,0.07065408693062278,59.4
4-10-2-2-23-1,4,10.0,2.0,2,23,1,19,15,2,50,0.52,0.07065408693062278,57.98
3-14-9-2-35-0,3,14.0,9.0,2,35,0,8,0,1,50,0.52,0.07065408693062278,62.34
4-13-2-2-30-0,4,13.0,2.0,2,30,0,26,10,2,50,0.52,0.07065408693062278,62.14
4-14-6-2-38-0,4,14.0,6.0,2,38,0,19,0,2,50,0.52,0.07065408693062278,66.12
4-7-0-3-13-1,4,7.0,0.0,3,13,1,31,25,1,50,0.52,0.07065408693062278,59.36
3-13-3-4-23-0,3,13.0,3.0,4,23,0,19,14,1,50,0.52,0.07065408693062278,61.16
4-11-3-3-26-1,4,11.0,3.0,3,26,1,40,25,1,50,0.52,0.07065408693062278,63.9
2-6-2-2-8-2,2,6.0,2.0,2,8,2,37,26,1,50,0.5,0.07071067811865475,55.12
3-14-8-3-32-1,3,14.0,8.0,3,32,1,32,25,2,50,0.5,0.07071067811865475,64.44
3-8-0-3-13-2,3,8.0,0.0,3,13,2,44,32,1,50,0.5,0.07071067811865475,63.4
5-9-0-2-23-1,5,9.0,0.0,2,23,1,19,11,1,50,0.5,0.07071067811865475,59.0
4-14-6-3-38-0,4,14.0,6.0,3,38,0,26,8,1,50,0.5,0.07071067811865475,63.42
4-10-3-3-29-1,4,10.0,3.0,3,29,1,17,11,1,50,0.5,0.07071067811865475,62.3
4-8-4-2-24-0,4,8.0,4.0,2,24,0,42,24,1,50,0.5,0.07071067811865475,56.76
2-14-2-3-16-2,2,14.0,2.0,3,16,2,35,32,2,50,0.5,0.07071067811865475,60.8
3-12-2-2-17-2,3,12.0,2.0,2,17,2,25,22,1,50,0.5,0.07071067811865475,59.38
3-13-7-4-31-1,3,13.0,7.0,4,31,1,43,35,1,50,0.5,0.07071067811865475,62.28
4-13-0-3-23-1,4,13.0,0.0,3,23,1,30,25,1,50,0.5,0.07071067811865475,60.6
3-12-2-2-23-1,3,12.0,2.0,2,23,1,16,11,1,50,0.5,0.07071067811865475,58.74
4-9-3-3-21-1,4,9.0,3.0,3,21,1,41,25,1,50,0.5,0.07071067811865475,61.44
3-14-8-2-32-1,3,14.0,8.0,2,32,1,26,19,1,50,0.5,0.07071067811865475,64.1
4-14-5-3-35-0,4,14.0,5.0,3,35,0,30,4,1,50,0.5,0.07071067811865475,61.12
3-14-5-4-28-0,3,14.0,5.0,4,28,0,29,14,1,50,0.5,0.07071067811865475,57.04
3-13-5-3-29-0,3,13.0,5.0,3,29,0,44,28,1,50,0.5,0.07071067811865475,63.14
5-13-0-1-28-0,5,13.0,0.0,1,28,0,29,24,1,50,0.5,0.07071067811865475,61.72
3-13-7-3-32-1,3,13.0,7.0,3,32,1,29,21,2,50,0.5,0.07071067811865475,64.22
3-12-0-3-23-1,3,12.0,0.0,3,23,1,31,25,2,50,0.5,0.07071067811865475,59.66
3-10-8-2-27-1,3,10.0,8.0,2,27,1,31,25,1,50,0.5,0.07071067811865475,59.2
2-13-5-4-18-2,2,13.0,5.0,4,18,2,49,36,1,50,0.5,0.07071067811865475,56.6
4-14-3-2-29-0,4,14.0,3.0,2,29,0,29,20,2,50,0.5,0.07071067811865475,62.14
5-11-4-1-36-0,5,11.0,4.0,1,36,0,34,4,1,50,0.5,0.07071067811865475,60.98
5-10-3-2-33-0,5,10.0,3.0,2,33,0,16,0,1,50,0.5,0.07071067811865475,61.84
4-9-3-3-23-1,4,9.0,3.0,3,23,1,44,21,1,50,0.5,0.07071067811865475,56.82
3-12-9-3-32-2,3,12.0,9.0,3,32,2,44,36,1,50,0.5,0.07071067811865475,68.62
4-6-0-3-12-1,4,6.0,0.0,3,12,1,40,25,1,50,0.5,0.07071067811865475,58.76
3-12-6-3-25-1,3,12.0,6.0,3,25,1,31,15,1,50,0.5,0.07071067811865475,57.54
3-11-9-3-30-0,3,11.0,9.0,3,30,0,21,14,3,50,0.5,0.07071067811865475,57.54
4-12-6-2-37-0,4,12.0,6.0,2,37,0,33,14,1,50,0.5,0.07071067811865475,58.5
3-14-2-2-21-1,3,14.0,2.0,2,21,1,28,15,1,50,0.5,0.07071067811865475,60.24
3-14-8-2-33-1,3,14.0,8.0,2,33,1,23,15,1,50,0.5,0.07071067811865475,61.58
3-14-6-2-32-0,3,14.0,6.0,2,32,0,25,8,1,50,0.5,0.07071067811865475,61.52
2-12-11-2-23-1,2,12.0,11.0,2,23,1,27,21,1,50,0.5,0.07071067811865475,54.9
4-10-4-2-30-1,4,10.0,4.0,2,30,1,21,11,1,50,0.5,0.07071067811865475,61.2
3-13-7-2-29-0,3,13.0,7.0,2,29,0,31,24,1,50,0.5,0.07071067811865475,61.84
4-11-6-2-35-0,4,11.0,6.0,2,35,0,32,14,1,50,0.5,0.07071067811865475,63.36
3-9-5-2-21-2,3,9.0,5.0,2,21,2,36,22,1,50,0.5,0.07071067811865475,59.82
3-12-4-3-24-2,3,12.0,4.0,3,24,2,39,30,1,50,0.5,0.07071067811865475,62.34
3-14-7-3-30-1,3,14.0,7.0,3,30,1,32,25,4,50,0.5,0.07071067811865475,57.32
3-12-5-4-25-0,3,12.0,5.0,4,25,0,39,24,1,50,0.5,0.07071067811865475,60.72
2-8-4-3-12-2,2,8.0,4.0,3,12,2,38,32,2,50,0.5,0.07071067811865475,57.1
4-8-3-2-23-1,4,8.0,3.0,2,23,1,29,15,2,50,0.5,0.07071067811865475,62.2
4-11-0-3-25-1,4,11.0,0.0,3,25,1,20,11,1,50,0.5,0.07071067811865475,59.9
3-14-2-2-24-1,3,14.0,2.0,2,24,1,36,31,1,50,0.5,0.07071067811865475,62.94
3-13-5-2-30-0,3,13.0,5.0,2,30,0,30,14,2,50,0.5,0.07071067811865475,58.26
3-12-3-2-22-0,3,12.0,3.0,2,22,0,13,8,1,50,0.5,0.07071067811865475,55.34
3-12-7-2-30-1,3,12.0,7.0,2,30,1,23,15,1,50,0.5,0.07071067811865475,61.68
3-6-3-2-13-2,3,6.0,3.0,2,13,2,67,52,1,50,0.5,0.07071067811865475,62.12
4-11-0-4-22-1,4,11.0,0.0,4,22,1,26,21,2,50,0.5,0.07071067811865475,60.64
4-12-4-3-29-0,4,12.0,4.0,3,29,0,27,8,1,50,0.5,0.07071067811865475,58.72
3-12-4-2-27-1,3,12.0,4.0,2,27,1,25,15,1,50,0.5,0.07071067811865475,62.44
5-12-2-1-32-0,5,12.0,2.0,1,32,0,17,10,1,50,0.5,0.07071067811865475,63.94
2-13-3-4-16-1,2,13.0,3.0,4,16,1,28,25,2,50,0.5,0.07071067811865475,60.12
4-13-0-2-20-0,4,13.0,0.0,2,20,0,13,0,1,50,0.5,0.07071067811865475,57.68
4-8-0-3-19-1,4,8.0,0.0,3,19,1,58,35,1,50,0.5,0.07071067811865475,63.1
4-12-0-3-21-1,4,12.0,0.0,3,21,1,20,15,3,50,0.5,0.07071067811865475,57.7
3-12-6-2-29-1,3,12.0,6.0,2,29,1,32,15,2,50,0.5,0.07071067811865475,56.76
4-11-0-3-30-1,4,11.0,0.0,3,30,1,26,19,1,50,0.5,0.07071067811865475,60.7
3-5-0-3-9-2,3,5.0,0.0,3,9,2,50,36,1,50,0.5,0.07071067811865475,56.72
3-12-4-2-26-1,3,12.0,4.0,2,26,1,20,11,1,50,0.5,0.07071067811865475,60.92
4-11-2-2-25-0,4,11.0,2.0,2,25,0,23,18,1,50,0.5,0.07071067811865475,61.74
5-7-0-3-21-1,5,7.0,0.0,3,21,1,34,11,1,50,0.5,0.07071067811865475,61.62
3-14-3-2-29-0,3,14.0,3.0,2,29,0,20,14,1,50,0.5,0.07071067811865475,62.04
4-12-2-3-26-0,4,12.0,2.0,3,26,0,23,14,1,50,0.5,0.07071067811865475,61.54
4-8-0-2-20-1,4,8.0,0.0,2,20,1,35,21,1,50,0.5,0.07071067811865475,61.76
2-13-8-2-21-0,2,13.0,8.0,2,21,0,29,24,1,50,0.5,0.07071067811865475,57.58
3-11-5-2-22-1,3,11.0,5.0,2,22,1,45,21,3,50,0.5,0.07071067811865475,60.58
4-13-0-3-26-0,4,13.0,0.0,3,26,0,25,10,2,50,0.5,0.07071067811865475,60.98
4-11-7-2-36-0,4,11.0,7.0,2,36,0,29,20,2,50,0.5,0.07071067811865475,60.74
3-9-0-3-17-1,3,9.0,0.0,3,17,1,29,25,1,50,0.5,0.07071067811865475,57.18
3-13-7-2-28-0,3,13.0,7.0,2,28,0,17,10,1,50,0.5,0.07071067811865475,57.56
4-11-5-3-29-1,4,11.0,5.0,3,29,1,41,15,1,50,0.5,0.07071067811865475,58.6
4-11-0-2-23-0,4,11.0,0.0,2,23,0,39,24,2,50,0.5,0.07071067811865475,59.78
3-12-8-3-29-0,3,12.0,8.0,3,29,0,25,18,1,50,0.5,0.07071067811865475,59.4
4-12-2-2-31-0,4,12.0,2.0,2,31,0,25,8,1,50,0.5,0.07071067811865475,60.76
3-12-8-3-30-2,3,12.0,8.0,3,30,2,29,22,1,50,0.5,0.07071067811865475,61.42
4-13-3-3-31-0,4,13.0,3.0,3,31,0,17,10,2,50,0.5,0.07071067811865475,60.56
2-12-6-3-18-2,2,12.0,6.0,3,18,2,46,32,1,50,0.5,0.07071067811865475,63.22
4-14-4-2-32-0,4,14.0,4.0,2,32,0,24,4,2,50,0.5,0.07071067811865475,64.46
3-12-0-3-20-1,3,12.0,0.0,3,20,1,46,41,1,50,0.5,0.07071067811865475,64.8
3-11-8-3-28-2,3,11.0,8.0,3,28,2,29,22,1,50,0.5,0.07071067811865475,59.58
3-13-6-3-29-0,3,13.0,6.0,3,29,0,30,14,1,50,0.5,0.07071067811865475,58.28
4-10-0-2-18-0,4,10.0,0.0,2,18,0,12,0,2,50,0.5,0.07071067811865475,61.18
4-11-6-2-33-0,4,11.0,6.0,2,33,0,36,18,1,50,0.5,0.07071067811865475,59.18
4-12-0-3-24-1,4,12.0,0.0,3,24,1,30,25,1,50,0.5,0.07071067811865475,62.86
4-10-3-2-30-0,4,10.0,3.0,2,30,0,30,24,1,50,0.5,0.07071067811865475,56.94
3-10-2-2-21-1,3,10.0,2.0,2,21,1,29,25,1,50,0.5,0.07071067811865475,57.64
4-14-0-2-28-0,4,14.0,0.0,2,28,0,10,4,6,50,0.5,0.07071067811865475,60.36
3-11-4-3-23-2,3,11.0,4.0,3,23,2,35,26,1,50,0.5,0.07071067811865475,61.62
4-13-5-3-34-1,4,13.0,5.0,3,34,1,47,21,1,50,0.5,0.07071067811865475,63.58
4-10-3-3-29-0,4,10.0,3.0,3,29,0,20,14,1,50,0.5,0.07071067811865475,60.84
3-12-0-2-22-0,3,12.0,0.0,2,22,0,19,14,1,50,0.5,0.07071067811865475,60.82
3-7-3-3-16-0,3,7.0,3.0,3,16,0,21,8,1,50,0.5,0.07071067811865475,52.52
3-14-0-2-17-1,3,14.0,0.0,2,17,1,24,21,1,50,0.5,0.07071067811865475,62.44
3-9-3-3-19-2,3,9.0,3.0,3,19,2,30,26,1,50,0.5,0.07071067811865475,60.84
4-10-0-2-23-1,4,10.0,0.0,2,23,1,29,21,2,50,0.5,0.07071067811865475,60.58
3-14-0-2-16-0,3,14.0,0.0,2,16,0,17,14,1,50,0.5,0.07071067811865475,61.08
3-12-8-3-31-1,3,12.0,8.0,3,31,1,23,15,2,50,0.5,0.07071067811865475,63.64
4-13-2-2-35-0,4,13.0,2.0,2,35,0,22,14,2,50,0.5,0.07071067811865475,64.16
2-11-10-4-21-2,2,11.0,10.0,4,21,2,31,26,1,50,0.5,0.07071067811865475,58.84
3-12-4-2-23-2,3,12.0,4.0,2,23,2,35,26,1,50,0.5,0.07071067811865475,61.8
3-12-2-3-20-2,3,12.0,2.0,3,20,2,50,36,1,50,0.5,0.07071067811865475,60.14
4-10-2-3-25-1,4,10.0,2.0,3,25,1,25,11,1,50,0.5,0.07071067811865475,56.56
3-11-4-3-22-2,3,11.0,4.0,3,22,2,41,32,1,50,0.5,0.07071067811865475,64.12
3-12-7-3-30-2,3,12.0,7.0,3,30,2,34,26,1,50,0.48,0.07065408693062278,57.6
3-9-4-2-20-1,3,9.0,4.0,2,20,1,19,11,2,50,0.48,0.07065408693062278,58.0
3-12-5-3-27-0,3,12.0,5.0,3,27,0,25,10,1,50,0.48,0.07065408693062278,54.58
3-12-4-3-24-1,3,12.0,4.0,3,24,1,30,21,1,50,0.48,0.07065408693062278,56.58
4-13-2-3-28-0,4,13.0,2.0,3,28,0,26,10,1,50,0.48,0.07065408693062278,57.62
4-12-0-2-30-0,4,12.0,0.0,2,30,0,21,14,2,50,0.48,0.07065408693062278,63.36
3-11-4-3-20-2,3,11.0,4.0,3,20,2,49,32,1,50,0.48,0.07065408693062278,59.44
3-14-5-2-28-1,3,14.0,5.0,2,28,1,46,31,4,50,0.48,0.07065408693062278,58.94
3-14-2-3-22-0,3,14.0,2.0,3,22,0,28,14,2,50,0.48,0.07065408693062278,56.18
2-10-0-3-10-2,2,10.0,0.0,3,10,2,38,36,1,50,0.48,0.07065408693062278,60.7
3-14-0-3-26-0,3,14.0,0.0,3,26,0,20,14,1,50,0.48,0.07065408693062278,60.46
4-13-3-2-34-1,4,13.0,3.0,2,34,1,22,15,2,50,0.48,0.07065408693062278,60.56
4-10-0-2-17-1,4,10.0,0.0,2,17,1,27,15,1,50,0.48,0.07065408693062278,57.56
4-11-4-2-31-0,4,11.0,4.0,2,31,0,31,20,2,50,0.48,0.07065408693062278,58.94
4-10-2-2-25-1,4,10.0,2.0,2,25,1,29,15,1,50,0.48,0.07065408693062278,60.1
4-12-0-3-25-0,4,12.0,0.0,3,25,0,9,4,2,50,0.48,0.07065408693062278,63.8
2-13-5-2-18-1,2,13.0,5.0,2,18,1,34,21,2,50,0.48,0.07065408693062278,57.86
4-14-2-2-30-1,4,14.0,2.0,2,30,1,46,31,5,50,0.48,0.07065408693062278,64.3
4-12-3-2-29-1,4,12.0,3.0,2,29,1,34,25,1,50,0.48,0.07065408693062278,60.76
4-12-6-2-36-0,4,12.0,6.0,2,36,0,18,0,2,50,0.48,0.07065408693062278,64.04
3-13-0-2-21-2,3,13.0,0.0,2,21,2,27,22,1,50,0.48,0.07065408693062278,61.7
3-14-5-2-26-1,3,14.0,5.0,2,26,1,30,15,1,50,0.48,0.07065408693062278,57.58
4-14-0-3-28-1,4,14.0,0.0,3,28,1,38,29,3,50,0.48,0.07065408693062278,61.36
4-11-4-2-32-0,4,11.0,4.0,2,32,0,11,0,2,50,0.48,0.07065408693062278,56.04
3-14-5-2-31-0,3,14.0,5.0,2,31,0,20,4,2,50,0.48,0.07065408693062278,57.78
4-9-2-3-23-1,4,9.0,2.0,3,23,1,35,21,1,50,0.48,0.07065408693062278,57.96
3-11-8-3-28-0,3,11.0,8.0,3,28,0,15,8,1,50,0.48,0.07065408693062278,57.1
2-12-7-3-19-2,2,12.0,7.0,3,19,2,41,36,2,50,0.48,0.07065408693062278,58.46
4-9-5-3-29-1,4,9.0,5.0,3,29,1,31,15,2,50,0.48,0.07065408693062278,60.48
4-8-0-3-16-2,4,8.0,0.0,3,16,2,39,26,1,50,0.48,0.07065408693062278,59.92
4-13-3-2-30-1,4,13.0,3.0,2,30,1,31,15,3,50,0.48,0.07065408693062278,59.92
4-13-3-3-30-1,4,13.0,3.0,3,30,1,26,11,2,50,0.48,0.07065408693062278,58.58
3-10-2-3-17-1,3,10.0,2.0,3,17,1,27,15,2,50,0.48,0.07065408693062278,57.74
2-14-5-2-19-1,2,14.0,5.0,2,19,1,38,25,2,50,0.48,0.07065408693062278,56.6
4-12-4-3-31-0,4,12.0,4.0,3,31,0,30,10,1,50,0.48,0.07065408693062278,57.98
4-8-0-2-15-2,4,8.0,0.0,2,15,2,34,22,1,50,0.48,0.07065408693062278,61.92
5-10-0-1-29-0,5,10.0,0.0,1,29,0,29,4,1,50,0.48,0.07065408693062278,56.82
3-13-8-2-33-1,3,13.0,8.0,2,33,1,19,11,1,50,0.48,0.07065408693062278,63.88
4-13-2-3-26-0,4,13.0,2.0,3,26,0,44,20,1,50,0.48,0.07065408693062278,58.04
5-10-3-3-30-0,5,10.0,3.0,3,30,0,28,10,1,50,0.48,0.07065408693062278,60.54
3-14-2-2-26-1,3,14.0,2.0,2,26,1,30,25,1,50,0.48,0.07065408693062278,59.1
3-14-7-3-31-0,3,14.0,7.0,3,31,0,27,20,1,50,0.48,0.07065408693062278,57.54
5-10-0-3-24-0,5,10.0,0.0,3,24,0,28,14,1,50,0.48,0.07065408693062278,58.9
2-11-6-4-17-2,2,11.0,6.0,4,17,2,56,42,1,50,0.48,0.07065408693062278,58.34
4-11-6-3-34-0,4,11.0,6.0,3,34,0,22,4,1,50,0.48,0.07065408693062278,54.86
2-14-4-2-18-0,2,14.0,4.0,2,18,0,25,18,1,50,0.48,0.07065408693062278,57.16
4-12-0-4-24-0,4,12.0,0.0,4,24,0,19,14,1,50,0.48,0.07065408693062278,57.76
2-11-0-5-11-2,2,11.0,0.0,5,11,2,35,32,1,50,0.48,0.07065408693062278,53.78
4-7-0-2-18-0,4,7.0,0.0,2,18,0,33,10,1,50,0.48,0.07065408693062278,54.48
3-13-6-3-31-0,3,13.0,6.0,3,31,0,21,4,1,50,0.48,0.07065408693062278,58.8
4-12-2-2-33-0,4,12.0,2.0,2,33,0,12,4,1,50,0.48,0.07065408693062278,61.44
3-13-0-3-16-0,3,13.0,0.0,3,16,0,21,18,1,50,0.48,0.07065408693062278,55.94
2-10-9-2-19-2,2,10.0,9.0,2,19,2,40,36,1,50,0.48,0.07065408693062278,55.08
4-9-2-3-20-1,4,9.0,2.0,3,20,1,37,21,1,50,0.48,0.07065408693062278,59.84
3-13-0-3-15-2,3,13.0,0.0,3,15,2,29,26,1,50,0.48,0.07065408693062278,59.12
4-11-2-2-29-0,4,11.0,2.0,2,29,0,30,14,1,50,0.48,0.07065408693062278,61.18
3-11-0-2-21-2,3,11.0,0.0,2,21,2,41,36,1,50,0.48,0.07065408693062278,58.58
3-13-2-2-27-1,3,13.0,2.0,2,27,1,21,15,2,50,0.48,0.07065408693062278,63.22
3-10-0-2-17-2,3,10.0,0.0,2,17,2,36,32,1,50,0.48,0.07065408693062278,60.22
4-10-0-3-25-1,4,10.0,0.0,3,25,1,21,15,1,50,0.48,0.07065408693062278,60.1
3-10-0-3-17-2,3,10.0,0.0,3,17,2,26,22,1,50,0.48,0.07065408693062278,58.78
4-14-2-3-30-1,4,14.0,2.0,3,30,1,26,11,1,50,0.48,0.07065408693062278,59.5
5-8-0-2-24-0,5,8.0,0.0,2,24,0,29,14,1,50,0.48,0.07065408693062278,61.82
4-10-5-2-28-1,4,10.0,5.0,2,28,1,46,21,1,50,0.48,0.07065408693062278,63.14
4-9-2-2-24-1,4,9.0,2.0,2,24,1,39,25,3,50,0.48,0.07065408693062278,60.72
4-11-4-3-33-0,4,11.0,4.0,3,33,0,21,10,1,50,0.48,0.07065408693062278,56.2
4-10-2-3-24-1,4,10.0,2.0,3,24,1,33,25,2,50,0.48,0.07065408693062278,59.28
3-14-3-2-23-1,3,14.0,3.0,2,23,1,29,15,2,50,0.48,0.07065408693062278,59.32
4-11-3-2-28-1,4,11.0,3.0,2,28,1,27,11,2,50,0.48,0.07065408693062278,56.96
3-14-7-4-30-0,3,14.0,7.0,4,30,0,21,14,1,50,0.48,0.07065408693062278,60.48
3-14-2-2-20-1,3,14.0,2.0,2,20,1,28,21,2,50,0.48,0.07065408693062278,61.28
4-14-3-2-37-0,4,14.0,3.0,2,37,0,8,0,1,50,0.48,0.07065408693062278,60.38
4-12-3-2-32-0,4,12.0,3.0,2,32,0,27,10,3,50,0.48,0.07065408693062278,58.14
5-13-0-2-24-0,5,13.0,0.0,2,24,0,14,0,1,50,0.48,0.07065408693062278,62.78
4-10-0-3-20-1,4,10.0,0.0,3,20,1,38,21,1,50,0.48,0.07065408693062278,56.48
6-9-2-1-34-0,6,9.0,2.0,1,34,0,26,10,1,50,0.48,0.07065408693062278,63.58
4-6-3-2-18-0,4,6.0,3.0,2,18,0,45,20,1,50,0.48,0.07065408693062278,55.32
3-13-4-2-28-1,3,13.0,4.0,2,28,1,35,25,1,50,0.48,0.07065408693062278,61.74
3-11-6-2-27-0,3,11.0,6.0,2,27,0,34,18,2,50,0.48,0.07065408693062278,56.82
3-14-3-2-21-1,3,14.0,3.0,2,21,1,42,35,2,50,0.48,0.07065408693062278,61.42
4-11-5-2-32-0,4,11.0,5.0,2,32,0,27,10,1,50,0.48,0.07065408693062278,56.6
3-10-7-3-25-1,3,10.0,7.0,3,25,1,31,25,2,50,0.48,0.07065408693062278,59.64
4-12-0-4-24-1,4,12.0,0.0,4,24,1,20,15,1,50,0.48,0.07065408693062278,57.46
3-10-0-2-12-1,3,10.0,0.0,2,12,1,23,21,1,50,0.48,0.07065408693062278,60.62
3-11-0-2-17-2,3,11.0,0.0,2,17,2,36,22,1,50,0.48,0.07065408693062278,57.18
3-11-2-2-20-1,3,11.0,2.0,2,20,1,30,25,1,50,0.48,0.07065408693062278,57.28
3-13-2-2-26-0,3,13.0,2.0,2,26,0,30,24,1,50,0.48,0.07065408693062278,62.58
3-12-5-3-24-2,3,12.0,5.0,3,24,2,41,26,1,50,0.48,0.07065408693062278,59.54
3-12-8-4-30-1,3,12.0,8.0,4,30,1,22,15,1,50,0.48,0.07065408693062278,55.38
3-12-3-2-26-1,3,12.0,3.0,2,26,1,27,21,1,50,0.48,0.07065408693062278,62.64
4-8-5-3-26-1,4,8.0,5.0,3,26,1,40,15,1,50,0.48,0.07065408693062278,59.44
2-6-3-4-9-2,2,6.0,3.0,4,9,2,53,42,1,50,0.48,0.07065408693062278,61.36
4-9-3-2-25-1,4,9.0,3.0,2,25,1,49,35,2,50,0.48,0.07065408693062278,62.94
3-11-0-3-20-0,3,11.0,0.0,3,20,0,23,18,1,50,0.46,0.07048404074682439,58.16
4-10-4-2-28-0,4,10.0,4.0,2,28,0,23,4,2,50,0.46,0.07048404074682439,58.64
4-10-0-3-19-1,4,10.0,0.0,3,19,1,34,21,1,50,0.46,0.07048404074682439,57.9
3-12-3-3-24-2,3,12.0,3.0,3,24,2,31,26,1,50,0.46,0.07048404074682439,60.98
4-10-3-2-24-0,4,10.0,3.0,2,24,0,27,4,3,50,0.46,0.07048404074682439,56.92
4-14-0-2-23-0,4,14.0,0.0,2,23,0,24,10,3,50,0.46,0.07048404074682439,54.4
4-11-0-2-25-0,4,11.0,0.0,2,25,0,29,14,1,50,0.46,0.07048404074682439,59.0
3-7-3-2-14-2,3,7.0,3.0,2,14,2,36,30,1,50,0.46,0.07048404074682439,59.32
4-13-0-2-26-3,4,13.0,0.0,2,26,3,42,33,2,50,0.46,0.07048404074682439,57.22
4-10-0-3-23-0,4,10.0,0.0,3,23,0,26,18,2,50,0.46,0.07048404074682439,56.62
5-12-0-1-27-0,5,12.0,0.0,1,27,0,15,0,1,50,0.46,0.07048404074682439,58.96
3-13-0-2-22-2,3,13.0,0.0,2,22,2,31,26,1,50,0.46,0.07048404074682439,60.08
4-9-2-2-25-1,4,9.0,2.0,2,25,1,30,15,1,50,0.46,0.07048404074682439,58.98
4-9-2-2-19-1,4,9.0,2.0,2,19,1,37,25,1,50,0.46,0.07048404074682439,58.72
3-11-7-2-28-0,3,11.0,7.0,2,28,0,17,10,1,50,0.46,0.07048404074682439,56.12
3-13-3-2-25-0,3,13.0,3.0,2,25,0,9,4,1,50,0.46,0.07048404074682439,57.18
2-14-9-2-23-0,2,14.0,9.0,2,23,0,29,24,1,50,0.46,0.07048404074682439,56.16
