signature,trump_count,strongest_trump_rank,weakest_trump_rank,max_suit_run,total_points,non_trump_points,hand_instances,games,win_rate,win_rate_std,avg_points
6-3-12-2-23,6,3.0,12.0,2,23,10,6,100,0.77,0.042083250825001625,78.2
4-1-13-2-52,4,1.0,13.0,2,52,36,8,100,0.77,0.042083250825001625,78.09
5-0-13-3-10,5,0.0,13.0,3,10,0,1,100,0.77,0.042083250825001625,77.53
6-1-11-2-36,6,1.0,11.0,2,36,14,5,100,0.77,0.042083250825001625,80.34
5-1-10-1-51,5,1.0,10.0,1,51,21,5,200,0.77,0.02975735203273302,77.48
4-2-13-2-57,4,2.0,13.0,2,57,42,2,100,0.77,0.042083250825001625,78.14
4-1-8-2-53,4,1.0,8.0,2,53,33,6,100,0.77,0.042083250825001625,72.9
4-0-13-3-53,4,0.0,13.0,3,53,36,1,100,0.77,0.042083250825001625,79.77
4-0-6-3-21,4,0.0,6.0,3,21,10,25,300,0.77,0.024296776192189225,75.97
5-3-9-3-40,5,3.0,9.0,3,40,21,2,100,0.77,0.042083250825001625,76.39
6-2-13-2-16,6,2.0,13.0,2,16,4,2,100,0.77,0.042083250825001625,76.8
6-2-12-2-38,6,2.0,12.0,2,38,11,1,100,0.77,0.042083250825001625,78.67
5-0-10-3-18,5,0.0,10.0,3,18,4,1,100,0.77,0.042083250825001625,79.14
5-3-7-1-21,5,3.0,7.0,1,21,10,1,100,0.77,0.042083250825001625,76.59
6-4-12-2-40,6,4.0,12.0,2,40,15,1,100,0.77,0.042083250825001625,77.21
4-0-7-2-39,4,0.0,7.0,2,39,30,5,100,0.77,0.042083250825001625,79.59
5-1-10-2-38,5,1.0,10.0,2,38,24,25,400,0.77,0.021041625412500813,77.8925
6-5-12-1-31,6,5.0,12.0,1,31,10,2,100,0.77,0.042083250825001625,75.0
4-0-10-2-55,4,0.0,10.0,2,55,36,7,100,0.77,0.042083250825001625,75.72
6-3-12-2-13,6,3.0,12.0,2,13,4,2,100,0.77,0.042083250825001625,76.38
5-2-11-1-47,5,2.0,11.0,1,47,21,4,100,0.77,0.042083250825001625,75.06
4-1-7-4-36,4,1.0,7.0,4,36,25,1,100,0.77,0.042083250825001625,78.4
6-5-13-2-40,6,5.0,13.0,2,40,21,1,100,0.77,0.042083250825001625,76.66
5-1-10-1-15,5,1.0,10.0,1,15,0,4,100,0.77,0.042083250825001625,78.08
4-1-9-2-60,4,1.0,9.0,2,60,41,2,100,0.77,0.042083250825001625,77.23
5-3-9-2-45,5,3.0,9.0,2,45,26,2,100,0.77,0.042083250825001625,78.11
6-3-13-2-25,6,3.0,13.0,2,25,14,4,100,0.77,0.042083250825001625,74.5
5-3-12-2-47,5,3.0,12.0,2,47,31,13,400,0.77,0.021041625412500813,75.97
7-4-13-1-16,7,4.0,13.0,1,16,4,1,100,0.77,0.042083250825001625,77.62
6-2-12-2-27,6,2.0,12.0,2,27,10,5,100,0.77,0.042083250825001625,77.17
5-3-12-3-43,5,3.0,12.0,3,43,25,1,100,0.77,0.042083250825001625,76.02
5-6-13-1-49,5,6.0,13.0,1,49,32,2,100,0.77,0.042083250825001625,74.72
5-3-10-1-41,5,3.0,10.0,1,41,19,6,100,0.77,0.042083250825001625,75.39
4-1-4-2-35,4,1.0,4.0,2,35,24,2,100,0.77,0.042083250825001625,79.69
5-3-10-1-43,5,3.0,10.0,1,43,21,4,100,0.77,0.042083250825001625,77.52
5-0-9-3-38,5,0.0,9.0,3,38,10,1,100,0.77,0.042083250825001625,75.6
5-4-10-1-50,5,4.0,10.0,1,50,21,1,100,0.77,0.042083250825001625,75.05
4-1-6-3-30,4,1.0,6.0,3,30,20,9,100,0.77,0.042083250825001625,78.93
3-1-5-2-30,3,1.0,5.0,2,30,22,8,100,0.77,0.042083250825001625,75.2
4-0-7-2-15,4,0.0,7.0,2,15,4,14,400,0.77,0.021041625412500813,76.9675
6-2-11-1-36,6,2.0,11.0,1,36,8,5,100,0.77,0.042083250825001625,75.33
5-0-6-2-16,5,0.0,6.0,2,16,4,5,100,0.77,0.042083250825001625,76.7
5-3-10-1-42,5,3.0,10.0,1,42,21,5,100,0.77,0.042083250825001625,78.24
4-2-13-3-43,4,2.0,13.0,3,43,36,8,100,0.77,0.042083250825001625,73.38
4-0-8-2-61,4,0.0,8.0,2,61,41,2,100,0.77,0.042083250825001625,82.58
4-1-6-3-32,4,1.0,6.0,3,32,21,3,100,0.77,0.042083250825001625,75.46
6-2-11-1-23,6,2.0,11.0,1,23,0,6,100,0.77,0.042083250825001625,79.3
6-3-12-1-13,6,3.0,12.0,1,13,4,3,100,0.77,0.042083250825001625,72.24
5-2-10-2-22,5,2.0,10.0,2,22,8,18,200,0.77,0.02975735203273302,74.89
5-1-9-2-21,5,1.0,9.0,2,21,0,5,100,0.77,0.042083250825001625,77.24
5-1-8-2-29,5,1.0,8.0,2,29,8,4,100,0.77,0.042083250825001625,75.31
5-1-11-1-38,5,1.0,11.0,1,38,21,11,200,0.77,0.02975735203273302,78.15
5-1-9-2-38,5,1.0,9.0,2,38,10,21,100,0.77,0.042083250825001625,73.82
6-2-13-2-40,6,2.0,13.0,2,40,10,2,100,0.77,0.042083250825001625,75.48
4-3-6-3-20,4,3.0,6.0,3,20,11,5,100,0.77,0.042083250825001625,72.78
6-2-12-2-35,6,2.0,12.0,2,35,4,6,100,0.77,0.042083250825001625,79.32
5-2-9-1-44,5,2.0,9.0,1,44,15,1,100,0.77,0.042083250825001625,75.72
3-0-4-4-44,3,0.0,4.0,4,44,36,3,100,0.77,0.042083250825001625,75.66
3-0-2-2-37,3,0.0,2.0,2,37,28,1,100,0.77,0.042083250825001625,77.6
6-4-11-2-39,6,4.0,11.0,2,39,10,1,100,0.77,0.042083250825001625,77.36
4-0-7-3-11,4,0.0,7.0,3,11,0,2,100,0.77,0.042083250825001625,75.94
5-1-9-1-44,5,1.0,9.0,1,44,15,11,200,0.77,0.02975735203273302,76.515
3-1-6-3-54,3,1.0,6.0,3,54,46,4,100,0.77,0.042083250825001625,78.52
4-1-11-3-54,4,1.0,11.0,3,54,36,1,100,0.77,0.042083250825001625,78.06
6-5-11-1-40,6,5.0,11.0,1,40,11,2,100,0.77,0.042083250825001625,77.06
4-0-6-4-21,4,0.0,6.0,4,21,11,2,100,0.77,0.042083250825001625,79.24
4-0-13-2-53,4,0.0,13.0,2,53,36,3,100,0.77,0.042083250825001625,75.45
4-1-4-2-19,4,1.0,4.0,2,19,8,1,100,0.77,0.042083250825001625,76.2
4-0-9-3-53,4,0.0,9.0,3,53,36,4,100,0.77,0.042083250825001625,77.75
5-1-8-2-26,5,1.0,8.0,2,26,4,8,200,0.77,0.02975735203273302,77.34
4-1-7-2-52,4,1.0,7.0,2,52,43,3,100,0.77,0.042083250825001625,72.56
5-0-12-3-20,5,0.0,12.0,3,20,11,12,100,0.77,0.042083250825001625,75.34
5-0-13-1-36,5,0.0,13.0,1,36,26,24,300,0.77,0.024296776192189225,78.65333333333334
4-4-7-3-40,4,4.0,7.0,3,40,32,2,100,0.77,0.042083250825001625,78.07
5-2-7-2-23,5,2.0,7.0,2,23,11,5,100,0.77,0.042083250825001625,78.63
5-0-11-3-24,5,0.0,11.0,3,24,14,11,200,0.77,0.02975735203273302,78.025
5-2-12-1-57,5,2.0,12.0,1,57,31,1,100,0.77,0.042083250825001625,77.42
3-2-6-3-50,3,2.0,6.0,3,50,42,2,100,0.77,0.042083250825001625,73.74
6-3-13-1-40,6,3.0,13.0,1,40,21,10,100,0.77,0.042083250825001625,76.89
4-3-13-2-52,4,3.0,13.0,2,52,36,2,100,0.77,0.042083250825001625,74.6
6-3-10-1-36,6,3.0,10.0,1,36,4,4,100,0.77,0.042083250825001625,78.1
4-6-11-2-59,4,6.0,11.0,2,59,36,1,100,0.77,0.042083250825001625,75.69
4-2-10-3-55,4,2.0,10.0,3,55,36,2,100,0.77,0.042083250825001625,75.01
4-3-13-3-43,4,3.0,13.0,3,43,36,2,100,0.77,0.042083250825001625,75.85
3-0-2-3-51,3,0.0,2.0,3,51,42,2,100,0.77,0.042083250825001625,78.95
2-0-1-4-42,2,0.0,1.0,4,42,36,1,100,0.77,0.042083250825001625,74.55
3-0-2-3-41,3,0.0,2.0,3,41,32,4,100,0.77,0.042083250825001625,76.69
4-4-9-2-58,4,4.0,9.0,2,58,42,2,100,0.77,0.042083250825001625,75.51
3-0-2-4-44,3,0.0,2.0,4,44,35,1,100,0.77,0.042083250825001625,75.32
5-1-12-1-59,5,1.0,12.0,1,59,33,1,100,0.77,0.042083250825001625,72.92
5-4-11-2-50,5,4.0,11.0,2,50,32,3,100,0.77,0.042083250825001625,76.16
4-1-6-2-45,4,1.0,6.0,2,45,35,3,100,0.77,0.042083250825001625,78.47
5-4-9-2-48,5,4.0,9.0,2,48,21,2,100,0.77,0.042083250825001625,74.98
5-1-13-2-46,5,1.0,13.0,2,46,22,4,100,0.77,0.042083250825001625,77.39
6-3-12-2-17,6,3.0,12.0,2,17,0,2,100,0.77,0.042083250825001625,75.47
4-2-9-2-58,4,2.0,9.0,2,58,32,16,100,0.77,0.042083250825001625,76.49
6-6-11-2-40,6,6.0,11.0,2,40,11,1,100,0.77,0.042083250825001625,76.91
4-0-7-2-38,4,0.0,7.0,2,38,29,4,100,0.77,0.042083250825001625,75.48
4-0-5-2-28,4,0.0,5.0,2,28,18,6,200,0.77,0.02975735203273302,74.865
5-3-9-2-50,5,3.0,9.0,2,50,22,4,100,0.77,0.042083250825001625,77.14
4-2-10-2-48,4,2.0,10.0,2,48,36,11,100,0.77,0.042083250825001625,73.9
6-3-13-2-29,6,3.0,13.0,2,29,11,7,100,0.77,0.042083250825001625,76.44
6-2-12-2-9,6,2.0,12.0,2,9,0,1,100,0.77,0.042083250825001625,76.27
6-3-13-2-36,6,3.0,13.0,2,36,21,1,100,0.77,0.042083250825001625,76.84
5-3-11-1-36,5,3.0,11.0,1,36,19,5,100,0.77,0.042083250825001625,76.86
5-2-12-1-42,5,2.0,12.0,1,42,15,4,100,0.77,0.042083250825001625,76.84
5-3-8-3-35,5,3.0,8.0,3,35,15,2,100,0.77,0.042083250825001625,77.47
6-5-13-1-34,6,5.0,13.0,1,34,15,2,100,0.77,0.042083250825001625,75.56
5-2-10-1-24,5,2.0,10.0,1,24,10,9,300,0.77,0.024296776192189225,75.38
6-1-12-2-11,6,1.0,12.0,2,11,0,2,100,0.77,0.042083250825001625,80.49
5-0-10-2-51,5,0.0,10.0,2,51,21,11,100,0.77,0.042083250825001625,78.42
4-1-9-3-44,4,1.0,9.0,3,44,26,8,100,0.77,0.042083250825001625,77.49
5-4-9-1-48,5,4.0,9.0,1,48,21,3,100,0.77,0.042083250825001625,77.24
5-3-8-1-24,5,3.0,8.0,1,24,4,4,100,0.77,0.042083250825001625,75.1
4-2-7-2-44,4,2.0,7.0,2,44,35,3,100,0.77,0.042083250825001625,75.06
6-6-11-1-33,6,6.0,11.0,1,33,4,1,100,0.77,0.042083250825001625,71.16
5-0-11-1-57,5,0.0,11.0,1,57,31,1,100,0.77,0.042083250825001625,79.26
5-4-13-1-50,5,4.0,13.0,1,50,25,2,100,0.77,0.042083250825001625,74.6
4-1-8-2-55,4,1.0,8.0,2,55,36,4,100,0.77,0.042083250825001625,74.33
5-3-10-1-37,5,3.0,10.0,1,37,15,1,100,0.77,0.042083250825001625,75.28
6-4-10-2-45,6,4.0,10.0,2,45,14,1,100,0.77,0.042083250825001625,76.87
6-3-12-1-30,6,3.0,12.0,1,30,10,17,100,0.77,0.042083250825001625,77.03
6-3-12-1-26,6,3.0,12.0,1,26,0,7,100,0.77,0.042083250825001625,73.43
6-2-12-2-15,6,2.0,12.0,2,15,4,2,100,0.77,0.042083250825001625,74.63
6-5-13-1-36,6,5.0,13.0,1,36,11,3,100,0.77,0.042083250825001625,73.86
5-2-10-1-51,5,2.0,10.0,1,51,21,2,100,0.77,0.042083250825001625,78.55
5-1-10-3-44,5,1.0,10.0,3,44,21,6,100,0.77,0.042083250825001625,77.72
6-2-12-2-25,6,2.0,12.0,2,25,14,5,100,0.77,0.042083250825001625,75.48
6-1-11-2-22,6,1.0,11.0,2,22,0,10,100,0.77,0.042083250825001625,77.0
5-2-12-1-49,5,2.0,12.0,1,49,31,5,100,0.77,0.042083250825001625,77.49
5-3-11-1-45,5,3.0,11.0,1,45,26,1,100,0.77,0.042083250825001625,79.51
4-0-4-2-39,4,0.0,4.0,2,39,28,1,100,0.77,0.042083250825001625,81.22
5-0-12-3-45,5,0.0,12.0,3,45,25,2,100,0.77,0.042083250825001625,79.18
5-6-12-2-49,5,6.0,12.0,2,49,22,2,100,0.77,0.042083250825001625,73.84
4-1-7-3-22,4,1.0,7.0,3,22,11,1,100,0.77,0.042083250825001625,75.05
5-2-10-3-29,5,2.0,10.0,3,29,15,1,100,0.77,0.042083250825001625,77.5
5-1-12-3-14,5,1.0,12.0,3,14,4,3,100,0.77,0.042083250825001625,77.94
4-1-6-2-38,4,1.0,6.0,2,38,29,3,100,0.77,0.042083250825001625,76.64
6-2-13-2-41,6,2.0,13.0,2,41,21,1,100,0.77,0.042083250825001625,78.98
6-3-12-1-42,6,3.0,12.0,1,42,14,2,100,0.77,0.042083250825001625,78.86
5-0-11-2-54,5,0.0,11.0,2,54,26,1,100,0.77,0.042083250825001625,80.0
5-4-11-2-59,5,4.0,11.0,2,59,32,1,100,0.77,0.042083250825001625,76.71
5-1-7-2-31,5,1.0,7.0,2,31,20,1,100,0.77,0.042083250825001625,77.66
5-5-13-2-49,5,5.0,13.0,2,49,22,1,100,0.77,0.042083250825001625,74.68
5-0-11-2-29,5,0.0,11.0,2,29,10,88,1300,0.7684615384615384,0.011699059869094806,76.72153846153846
5-0-13-2-29,5,0.0,13.0,2,29,21,171,3600,0.7683333333333333,0.0070316195033225575,77.13166666666666
5-1-10-2-28,5,1.0,10.0,2,28,14,25,500,0.768,0.018877287940803362,75.68
5-0-13-2-33,5,0.0,13.0,2,33,15,112,1200,0.7675,0.012194389078588563,76.71083333333333
5-0-12-1-13,5,0.0,12.0,1,13,4,14,400,0.7675,0.02112130145137842,75.9025
5-0-13-1-30,5,0.0,13.0,1,30,11,60,1000,0.767,0.013368283360252356,76.666
3-0-4-3-34,3,0.0,4.0,3,34,26,16,300,0.7666666666666667,0.0244191788620399,76.15666666666667
4-1-8-2-42,4,1.0,8.0,2,42,24,17,300,0.7666666666666667,0.0244191788620399,76.64333333333333
5-0-13-3-28,5,0.0,13.0,3,28,21,20,300,0.7666666666666667,0.0244191788620399,75.82333333333334
5-1-11-2-33,5,1.0,11.0,2,33,22,72,1800,0.7666666666666667,0.009969088024959088,76.93944444444445
5-0-11-2-20,5,0.0,11.0,2,20,0,71,800,0.76625,0.014962909873249922,76.34
5-0-12-2-24,5,0.0,12.0,2,24,14,85,1600,0.76625,0.010580375037658164,76.33875
5-0-13-2-49,5,0.0,13.0,2,49,31,10,200,0.765,0.029981244136960027,77.735
5-0-13-3-29,5,0.0,13.0,3,29,21,15,200,0.765,0.029981244136960027,77.105
5-1-9-1-39,5,1.0,9.0,1,39,10,14,200,0.765,0.029981244136960027,75.745
5-1-13-3-29,5,1.0,13.0,3,29,21,9,200,0.765,0.029981244136960027,75.09
6-0-13-2-18,6,0.0,13.0,2,18,0,21,200,0.765,0.029981244136960027,78.06
5-1-11-3-34,5,1.0,11.0,3,34,15,3,200,0.765,0.029981244136960027,75.595
5-1-9-1-43,5,1.0,9.0,1,43,24,10,200,0.765,0.029981244136960027,76.99
5-0-10-1-25,5,0.0,10.0,1,25,11,24,200,0.765,0.029981244136960027,75.66
6-1-13-2-25,6,1.0,13.0,2,25,4,11,200,0.765,0.029981244136960027,76.19
5-1-8-2-21,5,1.0,8.0,2,21,0,28,200,0.765,0.029981244136960027,75.235
5-1-10-1-34,5,1.0,10.0,1,34,11,19,400,0.765,0.021199941037653856,75.46
5-1-12-2-32,5,1.0,12.0,2,32,21,75,600,0.765,0.01730967937311376,76.69833333333334
4-1-5-2-21,4,1.0,5.0,2,21,10,16,400,0.765,0.021199941037653856,75.6725
5-0-11-1-38,5,0.0,11.0,1,38,21,10,200,0.765,0.029981244136960027,77.46
5-0-11-1-36,5,0.0,11.0,1,36,10,15,400,0.765,0.021199941037653856,76.4975
5-2-12-2-29,5,2.0,12.0,2,29,11,70,800,0.765,0.014990622068480014,75.18375
4-2-7-2-21,4,2.0,7.0,2,21,11,15,200,0.765,0.029981244136960027,75.015
4-2-10-2-47,4,2.0,10.0,2,47,36,10,200,0.765,0.029981244136960027,76.8
5-1-13-1-44,5,1.0,13.0,1,44,25,10,200,0.765,0.029981244136960027,76.38
5-0-13-1-28,5,0.0,13.0,1,28,15,53,900,0.7644444444444445,0.014144851273813345,74.09666666666666
5-0-12-3-30,5,0.0,12.0,3,30,10,16,500,0.764,0.018989681408596616,76.862
5-1-13-1-22,5,1.0,13.0,1,22,11,46,800,0.76375,0.015018153078025273,75.3075
5-0-13-2-47,5,0.0,13.0,2,47,21,12,300,0.7633333333333333,0.024539461794937257,75.67666666666666
5-0-12-3-18,5,0.0,12.0,3,18,0,10,300,0.7633333333333333,0.024539461794937257,76.34
5-1-12-2-10,5,1.0,12.0,2,10,0,25,300,0.7633333333333333,0.024539461794937257,77.44
6-1-13-2-27,6,1.0,13.0,2,27,11,16,300,0.7633333333333333,0.024539461794937257,76.20666666666666
6-3-13-1-22,6,3.0,13.0,1,22,4,19,300,0.7633333333333333,0.024539461794937257,75.75666666666666
5-0-12-1-36,5,0.0,12.0,1,36,20,23,300,0.7633333333333333,0.024539461794937257,76.37333333333333
3-0-2-3-34,3,0.0,2.0,3,34,25,20,300,0.7633333333333333,0.024539461794937257,75.78
5-0-11-2-24,5,0.0,11.0,2,24,4,73,1400,0.7628571428571429,0.01136743853698485,76.44642857142857
5-1-12-2-39,5,1.0,12.0,2,39,20,50,1400,0.7621428571428571,0.011379214209908582,75.94
5-0-11-2-30,5,0.0,11.0,2,30,10,101,1600,0.761875,0.010648400242964904,76.825
5-0-11-2-27,5,0.0,11.0,2,27,15,59,600,0.7616666666666667,0.01739399108674964,76.91166666666666
5-1-10-2-29,5,1.0,10.0,2,29,14,29,600,0.7616666666666667,0.01739399108674964,78.36
5-0-13-2-23,5,0.0,13.0,2,23,15,157,2400,0.76125,0.008702213260142503,76.39541666666666
4-0-10-2-37,4,0.0,10.0,2,37,24,89,1500,0.7606666666666667,0.01101674146890053,76.61533333333334
6-6-13-1-37,6,6.0,13.0,1,37,10,4,100,0.76,0.04270831300812525,72.53
4-1-8-2-45,4,1.0,8.0,2,45,25,21,200,0.76,0.030199337741083,75.835
3-2-6-3-49,3,2.0,6.0,3,49,42,3,100,0.76,0.04270831300812525,73.37
6-0-12-2-34,6,0.0,12.0,2,34,4,5,100,0.76,0.04270831300812525,74.3
5-3-9-1-34,5,3.0,9.0,1,34,15,4,100,0.76,0.04270831300812525,77.3
4-3-9-2-68,4,3.0,9.0,2,68,42,2,100,0.76,0.04270831300812525,73.74
5-1-12-1-35,5,1.0,12.0,1,35,15,12,200,0.76,0.030199337741083,76.63
5-2-10-1-48,5,2.0,10.0,1,48,25,3,100,0.76,0.04270831300812525,77.64
6-4-12-2-22,6,4.0,12.0,2,22,4,1,100,0.76,0.04270831300812525,74.74
4-2-9-2-63,4,2.0,9.0,2,63,36,2,100,0.76,0.04270831300812525,74.06
3-0-3-3-44,3,0.0,3.0,3,44,35,8,100,0.76,0.04270831300812525,75.69
5-2-11-1-41,5,2.0,11.0,1,41,15,9,200,0.76,0.030199337741083,76.905
4-2-9-3-44,4,2.0,9.0,3,44,26,5,100,0.76,0.04270831300812525,74.52
5-1-10-1-42,5,1.0,10.0,1,42,21,8,100,0.76,0.04270831300812525,76.29
5-2-10-2-24,5,2.0,10.0,2,24,11,26,200,0.76,0.030199337741083,75.45
5-0-9-2-28,5,0.0,9.0,2,28,8,18,400,0.76,0.021354156504062624,76.2875
3-1-4-3-40,3,1.0,4.0,3,40,32,5,100,0.76,0.04270831300812525,76.49
6-3-13-1-27,6,3.0,13.0,1,27,11,11,200,0.76,0.030199337741083,75.035
5-1-9-3-21,5,1.0,9.0,3,21,0,1,100,0.76,0.04270831300812525,76.63
5-1-8-2-20,5,1.0,8.0,2,20,0,4,100,0.76,0.04270831300812525,74.6
6-3-13-2-18,6,3.0,13.0,2,18,11,9,100,0.76,0.04270831300812525,76.04
5-1-8-1-29,5,1.0,8.0,1,29,8,2,100,0.76,0.04270831300812525,75.08
5-2-8-1-34,5,2.0,8.0,1,34,14,4,100,0.76,0.04270831300812525,74.76
3-1-5-3-38,3,1.0,5.0,3,38,30,2,100,0.76,0.04270831300812525,72.83
5-4-10-2-55,5,4.0,10.0,2,55,26,1,100,0.76,0.04270831300812525,77.08
4-2-8-3-45,4,2.0,8.0,3,45,26,1,100,0.76,0.04270831300812525,73.61
3-1-4-2-38,3,1.0,4.0,2,38,30,3,100,0.76,0.04270831300812525,76.42
5-1-8-1-40,5,1.0,8.0,1,40,20,1,100,0.76,0.04270831300812525,72.19
5-0-12-2-45,5,0.0,12.0,2,45,19,14,100,0.76,0.04270831300812525,74.99
6-1-11-2-13,6,1.0,11.0,2,13,0,3,100,0.76,0.04270831300812525,77.95
4-1-4-2-29,4,1.0,4.0,2,29,18,1,100,0.76,0.04270831300812525,75.05
6-4-12-2-14,6,4.0,12.0,2,14,4,1,100,0.76,0.04270831300812525,73.45
5-2-7-1-19,5,2.0,7.0,1,19,8,1,100,0.76,0.04270831300812525,75.4
5-1-12-1-53,5,1.0,12.0,1,53,25,2,100,0.76,0.04270831300812525,76.99
6-2-13-1-19,6,2.0,13.0,1,19,10,24,400,0.76,0.021354156504062624,75.5125
4-0-7-3-30,4,0.0,7.0,3,30,21,10,300,0.76,0.024657656011875907,75.07333333333334
4-2-6-3-31,4,2.0,6.0,3,31,21,8,100,0.76,0.04270831300812525,75.5
5-1-7-2-16,5,1.0,7.0,2,16,4,11,200,0.76,0.030199337741083,76.28
4-2-13-2-52,4,2.0,13.0,2,52,36,6,200,0.76,0.030199337741083,74.365
4-0-13-4-38,4,0.0,13.0,4,38,21,2,100,0.76,0.04270831300812525,72.97
5-0-9-2-29,5,0.0,9.0,2,29,8,35,800,0.76,0.0150996688705415,74.95
5-1-11-1-40,5,1.0,11.0,1,40,21,11,100,0.76,0.04270831300812525,76.7
5-1-11-2-48,5,1.0,11.0,2,48,21,9,200,0.76,0.030199337741083,76.675
6-5-13-1-26,6,5.0,13.0,1,26,11,4,100,0.76,0.04270831300812525,76.55
5-3-8-2-41,5,3.0,8.0,2,41,21,9,100,0.76,0.04270831300812525,76.34
5-1-9-3-34,5,1.0,9.0,3,34,14,3,100,0.76,0.04270831300812525,74.03
5-2-11-1-33,5,2.0,11.0,1,33,15,9,100,0.76,0.04270831300812525,74.05
5-1-9-1-24,5,1.0,9.0,1,24,4,7,100,0.76,0.04270831300812525,76.13
4-0-5-3-15,4,0.0,5.0,3,15,4,3,100,0.76,0.04270831300812525,75.94
3-0-4-2-43,3,0.0,4.0,2,43,35,10,100,0.76,0.04270831300812525,75.55
5-1-10-1-36,5,1.0,10.0,1,36,15,26,500,0.76,0.019099738218101316,77.986
5-2-11-2-38,5,2.0,11.0,2,38,21,29,500,0.76,0.019099738218101316,76.238
4-2-9-2-53,4,2.0,9.0,2,53,36,7,100,0.76,0.04270831300812525,73.4
5-0-12-3-28,5,0.0,12.0,3,28,11,8,100,0.76,0.04270831300812525,74.97
6-5-12-1-30,6,5.0,12.0,1,30,11,2,100,0.76,0.04270831300812525,75.44
4-3-8-3-50,4,3.0,8.0,3,50,32,3,100,0.76,0.04270831300812525,77.01
4-1-8-3-51,4,1.0,8.0,3,51,31,2,100,0.76,0.04270831300812525,78.43
5-0-11-3-21,5,0.0,11.0,3,21,11,9,100,0.76,0.04270831300812525,76.37
4-2-6-2-34,4,2.0,6.0,2,34,25,13,200,0.76,0.030199337741083,73.545
5-4-11-2-46,5,4.0,11.0,2,46,21,7,100,0.76,0.04270831300812525,77.02
5-0-10-1-51,5,0.0,10.0,1,51,21,4,200,0.76,0.030199337741083,75.645
5-1-11-3-24,5,1.0,11.0,3,24,14,7,100,0.76,0.04270831300812525,75.21
5-1-10-3-29,5,1.0,10.0,3,29,15,5,200,0.76,0.030199337741083,77.34
4-2-9-2-49,4,2.0,9.0,2,49,32,27,500,0.76,0.019099738218101316,75.42
5-3-11-2-36,5,3.0,11.0,2,36,25,15,100,0.76,0.04270831300812525,74.21
4-1-12-2-48,4,1.0,12.0,2,48,32,24,200,0.76,0.030199337741083,76.645
